Keyword,Subjects,Location,Volume,KD,Current position,Position change,Previous URL,Current URL,top_3,top_10,everything_else,serp_position,dropped,increased,stable,position_shifts
swimming lessons toronto near me,category 5,toronto,10,11,,Lost,https://www.superprof.ca/lessons/swimming/toronto/proficient/,,1,0,0,Top 3,0,1,0,
woodworking lessons,Other,canada,10,26,,Lost,https://www.superprof.ca/lessons/woodworking/canada/,,1,0,0,Top 3,0,1,0,
private swim lessons brampton,category 5,toronto,10,0,,Lost,https://www.superprof.ca/lessons/swimming/toronto/,,1,0,0,Top 3,0,1,0,
virtual guitar lessons,category 7,online,10,64,,Lost,https://www.superprof.ca/lessons/guitar/online/,,1,0,0,Top 3,0,1,0,
private swim lessons at home,category 5,canada,10,10,,Lost,https://www.superprof.ca/lessons/swimming/canada/,,1,0,0,Top 3,0,1,0,
acting lessons online,Other,canada,10,12,,Lost,https://www.superprof.ca/lessons/acting/canada/,,1,0,0,Top 3,0,1,0,
flute lesson,Other,canada,10,8,,Lost,https://www.superprof.ca/lessons/flute/canada/,,1,0,0,Top 3,0,1,0,
sup lessons near me,Other,canada,10,3,,Lost,https://www.superprof.ca/lessons/preparation-concours-normale-sup-sciences/canada/,,1,0,0,Top 3,0,1,0,
watercolour painting lessons,Other,toronto,10,16,,Lost,https://www.superprof.ca/lessons/watercolor-painting/toronto/,,1,0,0,Top 3,0,1,0,
japanese online lessons,Other,online,10,51,,Lost,https://www.superprof.ca/lessons/japanese/online/,,1,0,0,Top 3,0,1,0,
piano lessons maple ridge,category 7,maple-ridge,10,0,,Lost,https://www.superprof.ca/lessons/guitar/maple-ridge/,,1,0,0,Top 3,0,1,0,
music lessons st john's newfoundland,category 6,st-john-s,10,0,,Lost,https://www.superprof.ca/lessons/singing/st-john-s/,,1,0,0,Top 3,0,1,0,
water colour lessons,Other,toronto,10,12,,Lost,https://www.superprof.ca/lessons/watercolor-painting/toronto/,,1,0,0,Top 3,0,1,0,
latin dance lessons near me,Other,canada,10,8,,Lost,https://www.superprof.ca/lessons/salsa/canada/,,1,0,0,Top 3,0,1,0,
keyboard piano lessons,Other,toronto,10,33,,Lost,https://www.superprof.ca/lessons/musical-keyboard/toronto/,,1,0,0,Top 3,0,1,0,
free online singing lessons,category 6,canada,10,8,,Lost,https://www.superprof.ca/lessons/singing/canada/,,1,0,0,Top 3,0,1,0,
volleyball lesson,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/volleyball/canada/,,1,0,0,Top 3,0,1,0,
saxophone lessons online,Other,online,10,7,,Lost,https://www.superprof.ca/lessons/saxophone/online/,,1,0,0,Top 3,0,1,0,
music lessons for toddlers,Other,ottawa,10,3,,Lost,https://www.superprof.ca/lessons/music-early-learning-activities-for-children/ottawa/,,1,0,0,Top 3,0,1,0,
steel pan lessons toronto,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/steel-drums/canada/,,1,0,0,Top 3,0,1,0,
piano lessons beginner,category 10,vancouver,10,47,,Lost,https://www.superprof.ca/lessons/piano/vancouver/beginner/,,1,0,0,Top 3,0,1,0,
makeup lessons ottawa,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/make-up/canada/,,1,0,0,Top 3,0,1,0,
online mandarin lessons,Other,online,10,38,,Lost,https://www.superprof.ca/lessons/chinese/online/,,1,0,0,Top 3,0,1,0,
tai chi lessons,Other,canada,10,12,,Lost,https://www.superprof.ca/lessons/tai-chi/canada/,,1,0,0,Top 3,0,1,0,
long and mcquade piano lessons price,Other,online,10,0,,Lost,https://www.superprof.ca/lessons/violin/online/,,1,0,0,Top 3,0,1,0,
climbing lessons,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/climbing/canada/,,1,0,0,Top 3,0,1,0,
adult french lessons,category 2,montreal,10,2,,Lost,https://www.superprof.ca/lessons/french/montreal/,,1,0,0,Top 3,0,1,0,
clarinet lesson,Other,canada,10,7,,Lost,https://www.superprof.ca/lessons/clarinet/canada/,,1,0,0,Top 3,0,1,0,
free online french lessons,category 2,online,10,59,,Lost,https://www.superprof.ca/lessons/french/online/,,1,0,0,Top 3,0,1,0,
cooking lessons victoria,Other,canada,10,8,,Lost,https://www.superprof.ca/lessons/indian-cooking/canada/,,1,0,0,Top 3,0,1,0,
home swimming lessons,category 5,toronto,10,7,,Lost,https://www.superprof.ca/lessons/swimming/toronto/,,1,0,0,Top 3,0,1,0,
canada driving lessons,Other,canada,10,20,,Lost,https://www.superprof.ca/lessons/driving/canada/,,1,0,0,Top 3,0,1,0,
at home swim lessons,category 5,canada,10,3,,Lost,https://www.superprof.ca/lessons/swimming/canada/,,1,0,0,Top 3,0,1,0,
piano lessons for 5 year olds,category 10,canada,10,5,,Lost,https://www.superprof.ca/lessons/piano/canada/children/,,1,0,0,Top 3,0,1,0,
free typing lessons online,Other,canada,10,76,,Lost,https://www.superprof.ca/lessons/typing/canada/,,1,0,0,Top 3,0,1,0,
private skate lessons,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/ice-skating/canada/,,1,0,0,Top 3,0,1,0,
uottawa swimming lessons,category 5,ottawa,10,0,,Lost,https://www.superprof.ca/lessons/swimming/ottawa/,,1,0,0,Top 3,0,1,0,
ukulele online lessons,Other,online,10,26,,Lost,https://www.superprof.ca/lessons/ukulele/online/,,1,0,0,Top 3,0,1,0,
best online ukulele lessons,Other,online,10,8,,Lost,https://www.superprof.ca/lessons/ukulele/online/,,1,0,0,Top 3,0,1,0,
online chinese lessons,Other,online,10,39,,Lost,https://www.superprof.ca/lessons/chinese/online/,,1,0,0,Top 3,0,1,0,
west island swimming lessons,category 5,montreal,10,0,,Lost,https://www.superprof.ca/lessons/swimming/montreal/,,1,0,0,Top 3,0,1,0,
in home swimming lessons,category 5,canada,10,3,,Lost,https://www.superprof.ca/lessons/swimming/canada/,,1,0,0,Top 3,0,1,0,
free piano lesson,category 10,edmonton,10,55,,Lost,https://www.superprof.ca/lessons/piano/edmonton/,,1,0,0,Top 3,0,1,0,
cello lessons hamilton,category 10,hamilton,10,5,,Lost,https://www.superprof.ca/lessons/piano/hamilton/,,1,0,0,Top 3,0,1,0,
2 step dance lessons near me,Other,edmonton,10,6,,Lost,https://www.superprof.ca/lessons/dance/edmonton/,,1,0,0,Top 3,0,1,0,
private hockey lessons,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/ice-hockey/canada/,,1,0,0,Top 3,0,1,0,
swimming lessons ndg,category 5,montreal,10,0,,Lost,https://www.superprof.ca/lessons/swimming/montreal/,,1,0,0,Top 3,0,1,0,
banjo lessons online,Other,canada,10,7,,Lost,https://www.superprof.ca/lessons/banjo/canada/beginner/,,1,0,0,Top 3,0,1,0,
keyboard typing lessons,Other,canada,10,82,,Lost,https://www.superprof.ca/lessons/typing/canada/,,1,0,0,Top 3,0,1,0,
makeup lessons vancouver,Other,online,10,0,,Lost,https://www.superprof.ca/lessons/make-up/online/,,1,0,0,Top 3,0,1,0,
booking driving lessons,Other,canada,10,10,,Lost,https://www.superprof.ca/lessons/driving/canada/,,1,0,0,Top 3,0,1,0,
bike lessons,Other,canada,10,5,,Lost,https://www.superprof.ca/lessons/cycling/canada/,,1,0,0,Top 3,0,1,0,
bike lessons for adults,Other,canada,10,12,,Lost,https://www.superprof.ca/lessons/cycling/canada/,,1,0,0,Top 3,0,1,0,
driving lesson prices,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/driving/canada/,,1,0,0,Top 3,0,1,0,
couples dance lessons winnipeg,Other,windsor-ontario,10,5,,Lost,https://www.superprof.ca/lessons/dance/windsor-ontario/,,1,0,0,Top 3,0,1,0,
free keyboard lessons,Other,toronto,10,61,,Lost,https://www.superprof.ca/lessons/musical-keyboard/toronto/,,1,0,0,Top 3,0,1,0,
korean lessons for beginners,Other,canada,10,44,,Lost,https://www.superprof.ca/lessons/korean/canada/,,1,0,0,Top 3,0,1,0,
typing lessons free online,Other,canada,10,80,,Lost,https://www.superprof.ca/lessons/typing/canada/,,1,0,0,Top 3,0,1,0,
piano music lessons,category 10,ottawa,10,59,,Lost,https://www.superprof.ca/lessons/piano/ottawa/,,1,0,0,Top 3,0,1,0,
online language lessons,Other,canada,10,95,,Lost,https://www.superprof.ca/lessons/other-languages/canada/,,1,0,0,Top 3,0,1,0,
violin lessons windsor,Other,windsor-ontario,10,2,,Lost,https://www.superprof.ca/lessons/music-education/windsor-ontario/,,1,0,0,Top 3,0,1,0,
driving lessons book,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/driving/canada/,,1,0,0,Top 3,0,1,0,
swimming lessons toddler near me,category 5,montreal,10,2,,Lost,https://www.superprof.ca/lessons/swimming/montreal/,,1,0,0,Top 3,0,1,0,
swimming lesson cost,category 5,ottawa,10,0,,Lost,https://www.superprof.ca/lessons/swimming/ottawa/,,1,0,0,Top 3,0,1,0,
ice skating lessons brampton,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/rollerskating/canada/,,1,0,0,Top 3,0,1,0,
free french lessons montreal,category 2,montreal,10,3,,Lost,https://www.superprof.ca/lessons/french/montreal/,,1,0,0,Top 3,0,1,0,
sup lessons,Other,canada,10,2,,Lost,https://www.superprof.ca/lessons/preparation-concours-normale-sup-sciences/canada/early-childhood-education/2/,,1,0,0,Top 3,0,1,0,
english language lessons,category 3,province-ontario,10,41,,Lost,https://www.superprof.ca/lessons/academic-english/province-ontario/,,1,0,0,Top 3,0,1,0,
boat lessons,Other,canada,10,12,,Lost,https://www.superprof.ca/lessons/boating-license/canada/,,1,0,0,Top 3,0,1,0,
free french lessons online,category 2,online,10,59,,Lost,https://www.superprof.ca/lessons/french/online/,,1,0,0,Top 3,0,1,0,
art lessons online,Other,online,10,54,,Lost,https://www.superprof.ca/lessons/drawing/online/,,1,0,0,Top 3,0,1,0,
beginner french lessons,category 2,canada,10,41,,Lost,https://www.superprof.ca/lessons/french/canada/beginner/50/,,1,0,0,Top 3,0,1,0,
business lessons,Other,canada,10,14,,Lost,https://www.superprof.ca/lessons/business/canada/,,1,0,0,Top 3,0,1,0,
driving lessons for anxious drivers near me,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/driving/canada/,,1,0,0,Top 3,0,1,0,
english conversation lessons,Other,halifax,10,44,,Lost,https://www.superprof.ca/lessons/oral-expression-english/halifax/,,1,0,0,Top 3,0,1,0,
piano group lessons,category 10,regina,10,0,,Lost,https://www.superprof.ca/lessons/piano/regina/,,1,0,0,Top 3,0,1,0,
private hockey lessons edmonton,Other,canada,10,4,,Lost,https://www.superprof.ca/lessons/ice-hockey/canada/,,1,0,0,Top 3,0,1,0,
art lessons for kids near me,Other,province-saskatchewan,10,14,,Lost,https://www.superprof.ca/lessons/painting/province-saskatchewan/,,1,0,0,Top 3,0,1,0,
chemistry lessons,Other,canada,10,36,,Lost,https://www.superprof.ca/lessons/chemistry/canada/college/,,1,0,0,Top 3,0,1,0,
family swimming lessons,category 5,canada,10,16,,Lost,https://www.superprof.ca/lessons/swimming/canada/,,1,0,0,Top 3,0,1,0,
free typing lessons for adults,Other,canada,10,76,,Lost,https://www.superprof.ca/lessons/typing/canada/,,1,0,0,Top 3,0,1,0,
piano beginner lessons,category 10,markham,10,40,,Lost,https://www.superprof.ca/lessons/piano/markham/,,1,0,0,Top 3,0,1,0,
couples dancing lessons,Other,canada,10,28,,Lost,https://www.superprof.ca/lessons/ballroom-dance/canada/,,1,0,0,Top 3,0,1,0,
private swimming lessons aurora,category 5,canada,10,0,,Lost,https://www.superprof.ca/lessons/swimming/canada/,,1,0,0,Top 3,0,1,0,
geography lesson,Other,toronto,10,11,,Lost,https://www.superprof.ca/lessons/geography/toronto/,,1,0,0,Top 3,0,1,0,
keyboard lessons for beginners,Other,montreal,10,35,,Lost,https://www.superprof.ca/lessons/musical-keyboard/montreal/,,1,0,0,Top 3,0,1,0,
tennis lessons adults,Other,calgary,10,0,,Lost,https://www.superprof.ca/lessons/tennis/calgary/,,1,0,0,Top 3,0,1,0,
flute lessons for beginners,Other,montreal,10,5,,Lost,https://www.superprof.ca/lessons/flute/montreal/,,1,0,0,Top 3,0,1,0,
online art lessons,Other,online,10,48,,Lost,https://www.superprof.ca/lessons/drawing/online/,,1,0,0,Top 3,0,1,0,
private swimming lessons for toddlers,category 5,canada,10,3,,Lost,https://www.superprof.ca/lessons/swimming/canada/,,1,0,0,Top 3,0,1,0,
driving lessons online free,Other,canada,10,12,,Lost,https://www.superprof.ca/lessons/driving/canada/,,1,0,0,Top 3,0,1,0,
rubik cube classes near me,Other,province-ontario,10,0,,Lost,https://www.superprof.ca/lessons/rubik-s-cube/province-ontario/,,1,0,0,Top 3,0,1,0,
classical guitar lessons toronto,Other,toronto,10,1,,Lost,https://www.superprof.ca/lessons/classical-guitar/toronto/,,1,0,0,Top 3,0,1,0,
rollerblade classes near me,Other,canada,10,2,,Lost,https://www.superprof.ca/lessons/rollerskating/canada/,,1,0,0,Top 3,0,1,0,
calligraphy classes mississauga,Other,mississauga,10,0,,Lost,https://www.superprof.ca/lessons/calligraphy/mississauga/,,1,0,0,Top 3,0,1,0,
piano classes for adults near me,category 10,whitby,10,0,,Lost,https://www.superprof.ca/lessons/piano/whitby/,,1,0,0,Top 3,0,1,0,
hairstyle classes near me,Other,canada,10,17,,Lost,https://www.superprof.ca/lessons/hair-styling/canada/,,1,0,0,Top 3,0,1,0,
math classes in markham,category 1,markham,10,0,,Lost,https://www.superprof.ca/lessons/mathematics/markham/,,1,0,0,Top 3,0,1,0,
chess coaching classes near me,Other,canada,10,9,,Lost,https://www.superprof.ca/lessons/chess/canada/,,1,0,0,Top 3,0,1,0,
braiding classes,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/braiding/canada/,,1,0,0,Top 3,0,1,0,
private yoga classes vancouver,category 8,vancouver,10,0,,Lost,https://www.superprof.ca/lessons/yoga/vancouver/,,1,0,0,Top 3,0,1,0,
mandarin class near me,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/mandarin/canada/,,1,0,0,Top 3,0,1,0,
private cooking class,Other,windsor-ontario,10,0,,Lost,https://www.superprof.ca/lessons/cooking/windsor-ontario/,,1,0,0,Top 3,0,1,0,
free sewing classes in mississauga,Other,mississauga,10,1,,Lost,https://www.superprof.ca/lessons/sewing/mississauga/,,1,0,0,Top 3,0,1,0,
roller skating class,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/rollerskating/canada/,,1,0,0,Top 3,0,1,0,
learn to sew classes near me,Other,edmonton,10,0,,Lost,https://www.superprof.ca/lessons/sewing/edmonton/,,1,0,0,Top 3,0,1,0,
private dance class,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/dance/canada/,,1,0,0,Top 3,0,1,0,
tabla class near me,Other,canada,10,2,,Lost,https://www.superprof.ca/lessons/tabla/canada/,,1,0,0,Top 3,0,1,0,
bridge classes near me,Other,canada,10,3,,Lost,https://www.superprof.ca/lessons/bridge/canada/,,1,0,0,Top 3,0,1,0,
poetry class near me,Other,canada,10,10,,Lost,https://www.superprof.ca/lessons/poetry/canada/,,1,0,0,Top 3,0,1,0,
sambo classes near me,Other,canada,10,3,,Lost,https://www.superprof.ca/lessons/sambo/canada/,,1,0,0,Top 3,0,1,0,
abstract painting classes near me,Other,toronto,10,1,,Lost,https://www.superprof.ca/lessons/abstract-painting/toronto/,,1,0,0,Top 3,0,1,0,
sewing classes for kids near me,Other,mississauga,10,1,,Lost,https://www.superprof.ca/lessons/sewing/mississauga/,,1,0,0,Top 3,0,1,0,
spanish classes near me for adults,category 9,richmond-hill,10,0,,Lost,https://www.superprof.ca/lessons/spanish/richmond-hill/,,1,0,0,Top 3,0,1,0,
adult self defense classes,Other,canada,10,9,,Lost,https://www.superprof.ca/lessons/self-defense/canada/,,1,0,0,Top 3,0,1,0,
roller skate classes,Other,canada,10,9,,Lost,https://www.superprof.ca/lessons/rollerskating/canada/,,1,0,0,Top 3,0,1,0,
table tennis classes,Other,canada,10,17,,Lost,https://www.superprof.ca/lessons/table-tennis/canada/,,1,0,0,Top 3,0,1,0,
table tennis class,Other,canada,10,10,,Lost,https://www.superprof.ca/lessons/table-tennis/canada/,,1,0,0,Top 3,0,1,0,
rollerblading classes,Other,canada,10,7,,Lost,https://www.superprof.ca/lessons/rollerskating/canada/,,1,0,0,Top 3,0,1,0,
acrylic paint classes near me,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/acrylic-paint/canada/,,1,0,0,Top 3,0,1,0,
in person yoga classes near me,category 8,whitby,10,4,,Lost,https://www.superprof.ca/lessons/yoga/whitby/,,1,0,0,Top 3,0,1,0,
chess online classes,Other,online,10,30,,Lost,https://www.superprof.ca/lessons/chess/online/,,1,0,0,Top 3,0,1,0,
vietnamese class,Other,toronto,10,0,,Lost,https://www.superprof.ca/lessons/vietnamese/toronto/,,1,0,0,Top 3,0,1,0,
ielts coaching classes near me,Other,abbotsford,10,2,,Lost,https://www.superprof.ca/lessons/ielts/abbotsford/,,1,0,0,Top 3,0,1,0,
fine art classes near me,Other,calgary,10,2,,Lost,https://www.superprof.ca/lessons/fine-arts/calgary/,,1,0,0,Top 3,0,1,0,
acrylic art classes near me,Other,canada,10,5,,Lost,https://www.superprof.ca/lessons/acrylic-paint/canada/,,1,0,0,Top 3,0,1,0,
tennis class for kids near me,Other,canada,10,8,,Lost,https://www.superprof.ca/lessons/tennis/canada/,,1,0,0,Top 3,0,1,0,
afrobeats dance classes near me,Other,canada,10,3,,Lost,https://www.superprof.ca/lessons/african-dance/canada/,,1,0,0,Top 3,0,1,0,
esl classes for adults near me,Other,quebec,10,5,,Lost,https://www.superprof.ca/lessons/esl/quebec/,,1,0,0,Top 3,0,1,0,
sewing classes for beginners near me,Other,canada,10,4,,Lost,https://www.superprof.ca/lessons/sewing/canada/,,1,0,0,Top 3,0,1,0,
basic computer classes near me,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/basic-computer-skills/canada/,,1,0,0,Top 3,0,1,0,
break dance classes,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/breakdancing/canada/,,1,0,0,Top 3,0,1,0,
drawing classes kitchener waterloo,Other,kitchener,10,4,,Lost,https://www.superprof.ca/lessons/drawing/kitchener/,,1,0,0,Top 3,0,1,0,
dance classes near me for adults beginners,Other,brampton,10,0,,Lost,https://www.superprof.ca/lessons/dance/brampton/,,1,0,0,Top 3,0,1,0,
latin classes near me,Other,canada,10,12,,Lost,https://www.superprof.ca/lessons/latin/canada/,,1,0,0,Top 3,0,1,0,
flute class,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/flute/canada/,,1,0,0,Top 3,0,1,0,
singing classes online,category 6,online,10,36,,Lost,https://www.superprof.ca/lessons/singing/online/,,1,0,0,Top 3,0,1,0,
ukrainian language classes near me,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/ukrainian/canada/,,1,0,0,Top 3,0,1,0,
adult sewing classes,Other,edmonton,10,0,,Lost,https://www.superprof.ca/lessons/sewing/edmonton/,,1,0,0,Top 3,0,1,0,
brazilian portuguese classes toronto,Other,toronto,10,1,,Lost,https://www.superprof.ca/lessons/brazilian-portuguese/toronto/,,1,0,0,Top 3,0,1,0,
breakdance classes,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/breakdancing/canada/,,1,0,0,Top 3,0,1,0,
cheerleading classes near me,Other,canada,10,4,,Lost,https://www.superprof.ca/lessons/cheerleading/canada/,,1,0,0,Top 3,0,1,0,
cello class,Other,canada,10,5,,Lost,https://www.superprof.ca/lessons/cello/canada/,,1,0,0,Top 3,0,1,0,
watercolor painting class,Other,montreal,10,16,,Lost,https://www.superprof.ca/lessons/watercolor-painting/montreal/,,1,0,0,Top 3,0,1,0,
dance hip hop classes near me,Other,montreal,10,1,,Lost,https://www.superprof.ca/lessons/hip-hop-dance/montreal/,,1,0,0,Top 3,0,1,0,
contortion class,Other,canada,10,5,,Lost,https://www.superprof.ca/lessons/contortion/canada/,,1,0,0,Top 3,0,1,0,
anime classes near me,Other,canada,10,8,,Lost,https://www.superprof.ca/lessons/manga/canada/,,1,0,0,Top 3,0,1,0,
food classes,Other,montreal,10,3,,Lost,https://www.superprof.ca/lessons/cooking/montreal/,,1,0,0,Top 3,0,1,0,
online chess class,Other,online,10,30,,Lost,https://www.superprof.ca/lessons/chess/online/,,1,0,0,Top 3,0,1,0,
indian food cooking classes,Other,canada,10,4,,Lost,https://www.superprof.ca/lessons/indian-cooking/canada/,,1,0,0,Top 3,0,1,0,
sing classes,category 6,canada,10,28,,Lost,https://www.superprof.ca/lessons/singing/canada/,,1,0,0,Top 3,0,1,0,
kpop class near me,Other,canada,10,3,,Lost,https://www.superprof.ca/lessons/kpop-dance/canada/,,1,0,0,Top 3,0,1,0,
roller skates classes,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/rollerskating/canada/,,1,0,0,Top 3,0,1,0,
tap dance classes,Other,canada,10,8,,Lost,https://www.superprof.ca/lessons/tap-dance/canada/,,1,0,0,Top 3,0,1,0,
beekeeping classes near me,Other,canada,10,6,,Lost,https://www.superprof.ca/lessons/beekeeping/canada/,,1,0,0,Top 3,0,1,0,
cartooning classes,Other,canada,10,3,,Lost,https://www.superprof.ca/lessons/cartooning/canada/,,1,0,0,Top 3,0,1,0,
mississauga art classes,Other,mississauga,10,0,,Lost,https://www.superprof.ca/lessons/drawing/mississauga/,,1,0,0,Top 3,0,1,0,
badminton classes for kids near me,Other,montreal,10,0,,Lost,https://www.superprof.ca/lessons/badminton/montreal/,,1,0,0,Top 3,0,1,0,
krav maga classes near me,Other,canada,10,10,,Lost,https://www.superprof.ca/lessons/krav-maga/canada/,,1,0,0,Top 3,0,1,0,
esl classes newmarket,Other,newmarket,10,0,,Lost,https://www.superprof.ca/lessons/esl/newmarket/,,1,0,0,Top 3,0,1,0,
kpop classes,Other,canada,10,4,,Lost,https://www.superprof.ca/lessons/kpop-dance/canada/,,1,0,0,Top 3,0,1,0,
group yoga classes near me,category 8,mississauga,10,5,,Lost,https://www.superprof.ca/lessons/yoga/mississauga/,,1,0,0,Top 3,0,1,0,
spanish classes for adults near me,category 9,toronto,10,1,,Lost,https://www.superprof.ca/lessons/spanish/toronto/,,1,0,0,Top 3,0,1,0,
sign language classes edmonton,Other,edmonton,10,1,,Lost,https://www.superprof.ca/lessons/american-sign-language/edmonton/,,1,0,0,Top 3,0,1,0,
sewing classes for adults,Other,montreal,10,1,,Lost,https://www.superprof.ca/lessons/sewing/montreal/,,1,0,0,Top 3,0,1,0,
cooking classes windsor ontario,Other,windsor-ontario,10,0,,Lost,https://www.superprof.ca/lessons/cooking/windsor-ontario/,,1,0,0,Top 3,0,1,0,
free mandarin classes toronto,Other,toronto,10,3,,Lost,https://www.superprof.ca/lessons/chinese/toronto/,,1,0,0,Top 3,0,1,0,
gmat classes near me,Other,canada,10,4,,Lost,https://www.superprof.ca/lessons/gmat/canada/,,1,0,0,Top 3,0,1,0,
hip hop dancing classes near me,Other,toronto,10,1,,Lost,https://www.superprof.ca/lessons/hip-hop-dance/toronto/,,1,0,0,Top 3,0,1,0,
jewellery classes near me,Other,canada,10,4,,Lost,https://www.superprof.ca/lessons/jewelry-making/canada/,,1,0,0,Top 3,0,1,0,
yoga classes cost,category 8,montreal,10,1,,Lost,https://www.superprof.ca/lessons/yoga/montreal/,,1,0,0,Top 3,0,1,0,
knitting classes for beginners near me,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/knitting/canada/,,1,0,0,Top 3,0,1,0,
ballroom classes,Other,toronto,10,7,,Lost,https://www.superprof.ca/lessons/latin-ballroom-dance/toronto/,,1,0,0,Top 3,0,1,0,
yoga classes price,category 8,vancouver,10,1,,Lost,https://www.superprof.ca/lessons/yoga/vancouver/,,1,0,0,Top 3,0,1,0,
art classes kamloops,Other,kamloops,10,1,,Lost,https://www.superprof.ca/lessons/drawing/kamloops/,,1,0,0,Top 3,0,1,0,
thai cooking classes,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/thai-cooking/canada/,,1,0,0,Top 3,0,1,0,
standup comedy classes,Other,canada,10,8,,Lost,https://www.superprof.ca/lessons/stand-up-comedy/canada/,,1,0,0,Top 3,0,1,0,
samba dance classes near me,Other,canada,10,6,,Lost,https://www.superprof.ca/lessons/samba/canada/,,1,0,0,Top 3,0,1,0,
kamloops cooking classes,Other,kamloops,10,0,,Lost,https://www.superprof.ca/lessons/cooking/kamloops/,,1,0,0,Top 3,0,1,0,
coquitlam art classes,Other,coquitlam,10,5,,Lost,https://www.superprof.ca/lessons/drawing/coquitlam/,,1,0,0,Top 3,0,1,0,
best acting classes montreal,Other,montreal,10,1,,Lost,https://www.superprof.ca/lessons/acting/montreal/,,1,0,0,Top 3,0,1,0,
sewing classes vaughan,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/sewing/canada/,,1,0,0,Top 3,0,1,0,
thai cooking classes toronto,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/thai-cooking/canada/,,1,0,0,Top 3,0,1,0,
jazz dance classes,Other,vancouver,10,0,,Lost,https://www.superprof.ca/lessons/jazz-dance/vancouver/,,1,0,0,Top 3,0,1,0,
dance classes windsor,Other,windsor-ontario,10,8,,Lost,https://www.superprof.ca/lessons/dance/windsor-ontario/,,1,0,0,Top 3,0,1,0,
leather making class,Other,canada,10,5,,Lost,https://www.superprof.ca/lessons/leather-craft/canada/,,1,0,0,Top 3,0,1,0,
online piano class,category 10,online,10,59,,Lost,https://www.superprof.ca/lessons/piano/online/,,1,0,0,Top 3,0,1,0,
beginner dance classes near me,Other,montreal,10,6,,Lost,https://www.superprof.ca/lessons/dance/montreal/,,1,0,0,Top 3,0,1,0,
afrobeats classes near me,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/african-dance/canada/,,1,0,0,Top 3,0,1,0,
sat class,Other,vancouver,10,58,,Lost,https://www.superprof.ca/lessons/sat-prep/vancouver/,,1,0,0,Top 3,0,1,0,
afro dance class,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/african-dance/canada/,,1,0,0,Top 3,0,1,0,
drawing classes richmond,Other,richmond,10,0,,Lost,https://www.superprof.ca/lessons/drawing/richmond/,,1,0,0,Top 3,0,1,0,
bharatnatyam classes near me,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/indian-dance/canada/,,1,0,0,Top 3,0,1,0,
affordable yoga classes near me,category 8,canada,10,8,,Lost,https://www.superprof.ca/lessons/yoga/canada/,,1,0,0,Top 3,0,1,0,
sewing classes in toronto,Other,toronto,10,0,,Lost,https://www.superprof.ca/lessons/sewing/toronto/,,1,0,0,Top 3,0,1,0,
kamloops art classes,Other,kamloops,10,1,,Lost,https://www.superprof.ca/lessons/drawing/kamloops/,,1,0,0,Top 3,0,1,0,
acting classes hamilton,Other,hamilton,10,0,,Lost,https://www.superprof.ca/lessons/acting/hamilton/,,1,0,0,Top 3,0,1,0,
dance classes surrey,Other,surrey,10,23,,Lost,https://www.superprof.ca/lessons/dance/surrey/,,1,0,0,Top 3,0,1,0,
yoga classes in brampton ontario,category 8,brampton,10,3,,Lost,https://www.superprof.ca/lessons/yoga/brampton/,,1,0,0,Top 3,0,1,0,
asl classes edmonton,Other,edmonton,10,0,,Lost,https://www.superprof.ca/lessons/american-sign-language/edmonton/,,1,0,0,Top 3,0,1,0,
vancouver photography classes,Other,vancouver,10,16,,Lost,https://www.superprof.ca/lessons/photography/vancouver/,,1,0,0,Top 3,0,1,0,
beginner tai chi classes near me,Other,canada,10,0,,Lost,https://www.superprof.ca/lessons/tai-chi/canada/,,1,0,0,Top 3,0,1,0,
how much are muay thai classes,Other,canada,10,1,,Lost,https://www.superprof.ca/lessons/muay-thai/canada/,,1,0,0,Top 3,0,1,0,
