Keyword,Subjects,Location,Volume,KD,Current position,Position change,Previous URL,Current URL,top_3,top_10,everything_else,serp_position,dropped,increased,stable,position_shifts
superprof,category 4,montreal,5400,5,1,New,,https://www.superprof.ca/lessons/all-tutors/montreal/,1,0,0,Top 3,0,1,0,
yoga classes near me,category 8,canada,3300,3,31,-24,https://www.superprof.ca/lessons/yoga/ottawa/,https://www.superprof.ca/lessons/yoga/canada/,0,0,1,Everything else,1,0,0,decreased
tutor,category 4,toronto,2800,50,7,-6,https://www.superprof.ca/lessons/all-tutors/toronto/,https://www.superprof.ca/lessons/all-tutors/toronto/,0,1,0,Top 10,1,0,0,decreased
swimming lessons,category 5,ottawa,2400,12,22,New,,https://www.superprof.ca/lessons/swimming/ottawa/,0,0,1,Everything else,0,1,0,
french classes near me,category 2,kitchener,1900,0,47,-29,https://www.superprof.ca/lessons/french/kelowna/,https://www.superprof.ca/lessons/french/kitchener/,0,0,1,Everything else,1,0,0,decreased
guitar lessons,category 7,canada,1800,67,26,-4,https://www.superprof.ca/lessons/guitar/edmonton/,https://www.superprof.ca/lessons/guitar/canada/,0,0,1,Everything else,1,0,0,decreased
piano lessons near me,category 10,canada,1800,0,4,-2,https://www.superprof.ca/lessons/piano/montreal/,https://www.superprof.ca/lessons/piano/canada/,0,1,0,Top 10,1,0,0,decreased
swimming classes near me,category 5,canada,1700,6,35,New,,https://www.superprof.ca/lessons/swimming/canada/,0,0,1,Everything else,0,1,0,
dance classes near me,Other,canada,1700,24,5,56,https://www.superprof.ca/lessons/dance/canada/,https://www.superprof.ca/lessons/dance/canada/,0,1,0,Top 10,0,1,0,increased
boxing classes near me,Other,toronto,1600,1,27,-15,https://www.superprof.ca/lessons/boxing/canada/,https://www.superprof.ca/lessons/boxing/toronto/,0,0,1,Everything else,1,0,0,decreased
zumba classes near me,Other,canada,1500,2,21,-14,https://www.superprof.ca/lessons/zumba/canada/,https://www.superprof.ca/lessons/zumba/canada/,0,0,1,Everything else,1,0,0,decreased
swimming lessons surrey,category 5,surrey,1500,3,13,New,,https://www.superprof.ca/lessons/swimming/surrey/,0,0,1,Everything else,0,1,0,
piano lessons,category 10,canada,1500,25,9,2,https://www.superprof.ca/lessons/piano/canada/,https://www.superprof.ca/lessons/piano/canada/,0,1,0,Top 10,0,1,0,increased
guitar lessons calgary,category 7,calgary,1400,4,3,2,https://www.superprof.ca/lessons/guitar/calgary/,https://www.superprof.ca/lessons/guitar/calgary/,1,0,0,Top 3,0,1,0,increased
guitar lessons near me,category 7,toronto,1400,2,2,,https://www.superprof.ca/lessons/guitar/windsor-ontario/,https://www.superprof.ca/lessons/guitar/toronto/,1,0,0,Top 3,0,0,1,stable
superprof canada,category 1,canada,1400,1,,Lost,https://www.superprof.ca/lessons/mathematics/canada/,,1,0,0,Top 3,0,1,0,
pottery classes,Other,canada,1200,5,,Lost,https://www.superprof.ca/lessons/pottery/canada/,,1,0,0,Top 3,0,1,0,
spanish lessons,category 9,edmonton,1100,5,6,,https://www.superprof.ca/lessons/spanish/winnipeg/,https://www.superprof.ca/lessons/spanish/edmonton/,0,1,0,Top 10,0,0,1,stable
swimming lessons near me,category 5,canada,1100,3,,Lost,https://www.superprof.ca/lessons/swimming/canada/,,1,0,0,Top 3,0,1,0,
cooking classes toronto,Other,toronto,1000,11,49,-10,https://www.superprof.ca/lessons/cooking/toronto/,https://www.superprof.ca/lessons/cooking/toronto/,0,0,1,Everything else,1,0,0,decreased
cooking classes ottawa,Other,ottawa,1000,1,24,-4,https://www.superprof.ca/lessons/cooking/ottawa/,https://www.superprof.ca/lessons/cooking/ottawa/,0,0,1,Everything else,1,0,0,decreased
cooking classes montreal,Other,montreal,1000,3,22,-5,https://www.superprof.ca/lessons/cooking/montreal/,https://www.superprof.ca/lessons/cooking/montreal/,0,0,1,Everything else,1,0,0,decreased
french classes montreal,category 2,montreal,900,4,79,-28,https://www.superprof.ca/lessons/french/montreal/,https://www.superprof.ca/lessons/french/montreal/,0,0,1,Everything else,1,0,0,decreased
swimming lessons ottawa,category 5,ottawa,900,6,69,-30,https://www.superprof.ca/lessons/swimming/ottawa/,https://www.superprof.ca/lessons/swimming/ottawa/,0,0,1,Everything else,1,0,0,decreased
bhangra classes near me,Other,surrey,900,2,32,-13,https://www.superprof.ca/lessons/dance/surrey/,https://www.superprof.ca/lessons/dance/surrey/,0,0,1,Everything else,1,0,0,decreased
piano classes near me,category 10,oakville,900,2,2,1,https://www.superprof.ca/lessons/piano/hamilton/,https://www.superprof.ca/lessons/piano/oakville/,1,0,0,Top 3,0,1,0,increased
yoga classes,category 8,canada,900,71,,Lost,https://www.superprof.ca/lessons/yoga/canada/,,1,0,0,Top 3,0,1,0,
pilates class near me,Other,canada,800,20,86,New,,https://www.superprof.ca/lessons/pilates/canada/,0,0,1,Everything else,0,1,0,
boxing classes,Other,montreal,800,24,46,,https://www.superprof.ca/lessons/boxing/montreal/,https://www.superprof.ca/lessons/boxing/montreal/,0,0,1,Everything else,0,0,1,stable
singing lessons near me,category 6,montreal,800,0,2,1,https://www.superprof.ca/lessons/singing/canada/,https://www.superprof.ca/lessons/singing/montreal/,1,0,0,Top 3,0,1,0,increased
typing lessons,Other,canada,800,82,,Lost,https://www.superprof.ca/lessons/typing/canada/,,1,0,0,Top 3,0,1,0,
art classes near me,Other,kelowna,800,3,,Lost,https://www.superprof.ca/lessons/drawing/kelowna/,,1,0,0,Top 3,0,1,0,
french classes,category 2,brampton,800,13,,Lost,https://www.superprof.ca/lessons/french/brampton/,,1,0,0,Top 3,0,1,0,
french lessons,category 2,edmonton,700,31,80,-60,https://www.superprof.ca/lessons/french/abbotsford/,https://www.superprof.ca/lessons/french/edmonton/,0,0,1,Everything else,1,0,0,decreased
driving lessons,Other,canada,700,15,59,-55,https://www.superprof.ca/lessons/driving/canada/,https://www.superprof.ca/lessons/driving/canada/,0,0,1,Everything else,1,0,0,decreased
cooking classes edmonton,Other,edmonton,700,4,45,-25,https://www.superprof.ca/lessons/cooking/edmonton/,https://www.superprof.ca/lessons/cooking/edmonton/,0,0,1,Everything else,1,0,0,decreased
acting classes toronto,Other,toronto,700,31,38,-16,https://www.superprof.ca/lessons/acting/toronto/,https://www.superprof.ca/lessons/acting/toronto/,0,0,1,Everything else,1,0,0,decreased
cooking classes vancouver,Other,vancouver,700,8,35,8,https://www.superprof.ca/lessons/cooking/vancouver/,https://www.superprof.ca/lessons/cooking/vancouver/,0,0,1,Everything else,0,1,0,increased
golf lessons near me,Other,canada,700,2,33,New,,https://www.superprof.ca/lessons/golf/canada/,0,0,1,Everything else,0,1,0,
bollywood dance classes near me,Other,canada,700,14,27,-23,https://www.superprof.ca/lessons/bollywood-dancing/canada/,https://www.superprof.ca/lessons/bollywood-dancing/canada/,0,0,1,Everything else,1,0,0,decreased
english classes near me,category 3,vancouver,700,3,,Lost,https://www.superprof.ca/lessons/academic-english/vancouver/,,1,0,0,Top 3,0,1,0,
french classes toronto,category 2,toronto,600,2,45,-7,https://www.superprof.ca/lessons/french/toronto/,https://www.superprof.ca/lessons/french/toronto/,0,0,1,Everything else,1,0,0,decreased
swimming lessons toronto,category 5,toronto,600,17,30,21,https://www.superprof.ca/lessons/swimming/toronto/,https://www.superprof.ca/lessons/swimming/toronto/,0,0,1,Everything else,0,1,0,increased
yoga class near me,category 8,brampton,600,36,15,-4,https://www.superprof.ca/lessons/yoga/markham/,https://www.superprof.ca/lessons/yoga/brampton/,0,0,1,Everything else,1,0,0,decreased
esl classes near me,Other,montreal,600,6,7,54,https://www.superprof.ca/lessons/esl/london/,https://www.superprof.ca/lessons/esl/montreal/,0,1,0,Top 10,0,1,0,increased
singing lessons,category 6,toronto,600,1,5,-2,https://www.superprof.ca/lessons/singing/toronto/,https://www.superprof.ca/lessons/singing/toronto/,0,1,0,Top 10,1,0,0,decreased
driving classes near me,Other,canada,600,32,4,9,https://www.superprof.ca/lessons/driving/canada/,https://www.superprof.ca/lessons/driving/canada/,0,1,0,Top 10,0,1,0,increased
esl teacher,Other,canada,600,9,,Lost,https://www.superprof.ca/lessons/esl/canada/,,1,0,0,Top 3,0,1,0,
the english teacher,category 3,surrey,600,33,,Lost,https://www.superprof.ca/lessons/academic-english/surrey/,,1,0,0,Top 3,0,1,0,
music lessons near me,category 6,quebec,600,3,,Lost,https://www.superprof.ca/lessons/singing/quebec/,,1,0,0,Top 3,0,1,0,
ballet classes near me,Other,canada,500,13,58,-46,https://www.superprof.ca/lessons/ballet/canada/,https://www.superprof.ca/lessons/dance/canada/,0,0,1,Everything else,1,0,0,decreased
online yoga classes,category 8,online,500,78,49,5,https://www.superprof.ca/lessons/yoga/online/,https://www.superprof.ca/lessons/yoga/online/,0,0,1,Everything else,0,1,0,increased
art classes calgary,Other,calgary,500,1,48,-16,https://www.superprof.ca/lessons/fine-arts/calgary/,https://www.superprof.ca/lessons/fine-arts/calgary/,0,0,1,Everything else,1,0,0,decreased
french classes vancouver,category 2,vancouver,500,2,27,-10,https://www.superprof.ca/lessons/french/vancouver/,https://www.superprof.ca/lessons/french/vancouver/,0,0,1,Everything else,1,0,0,decreased
drum lessons,Other,canada,500,16,25,25,https://www.superprof.ca/lessons/drum/vancouver/,https://www.superprof.ca/lessons/drum/canada/,0,0,1,Everything else,0,1,0,increased
cooking classes near me,Other,brampton,500,5,16,8,https://www.superprof.ca/lessons/cooking/montreal/,https://www.superprof.ca/lessons/cooking/brampton/,0,0,1,Everything else,0,1,0,increased
sewing classes toronto,Other,toronto,500,0,15,,https://www.superprof.ca/lessons/sewing/toronto/,https://www.superprof.ca/lessons/sewing/toronto/,0,0,1,Everything else,0,0,1,stable
singing lessons toronto,category 6,toronto,500,6,6,-1,https://www.superprof.ca/lessons/singing/toronto/,https://www.superprof.ca/lessons/singing/toronto/,0,1,0,Top 10,1,0,0,decreased
sewing classes near me,Other,toronto,500,0,5,2,https://www.superprof.ca/lessons/sewing/mississauga/,https://www.superprof.ca/lessons/sewing/toronto/,0,1,0,Top 10,0,1,0,increased
ielts classes near me,Other,brampton,500,0,4,4,https://www.superprof.ca/lessons/ielts/richmond/,https://www.superprof.ca/lessons/ielts/brampton/,0,1,0,Top 10,0,1,0,increased
guitar classes near me,category 7,montreal,500,1,2,1,https://www.superprof.ca/lessons/guitar/canada/,https://www.superprof.ca/lessons/guitar/montreal/,1,0,0,Top 3,0,1,0,increased
english teacher,category 3,canada,500,50,,Lost,https://www.superprof.ca/lessons/academic-english/canada/,,1,0,0,Top 3,0,1,0,
art class,Other,toronto,500,7,,Lost,https://www.superprof.ca/lessons/drawing/toronto/,,1,0,0,Top 3,0,1,0,
french class,category 2,oakville,500,4,,Lost,https://www.superprof.ca/lessons/french/oakville/,,1,0,0,Top 3,0,1,0,
dance classes,Other,canada,450,41,61,New,,https://www.superprof.ca/lessons/dance/canada/,0,0,1,Everything else,0,1,0,
dance classes vancouver,Other,vancouver,450,31,39,-3,https://www.superprof.ca/lessons/dance/vancouver/,https://www.superprof.ca/lessons/dance/vancouver/,0,0,1,Everything else,1,0,0,decreased
cooking classes london ontario,Other,london,450,0,9,6,https://www.superprof.ca/lessons/cooking/london/,https://www.superprof.ca/lessons/cooking/london/,0,1,0,Top 10,0,1,0,increased
piano lessons edmonton,category 10,edmonton,450,0,4,1,https://www.superprof.ca/lessons/piano/edmonton/,https://www.superprof.ca/lessons/piano/edmonton/,0,1,0,Top 10,0,1,0,increased
piano lessons calgary,category 10,calgary,450,0,4,,https://www.superprof.ca/lessons/piano/calgary/,https://www.superprof.ca/lessons/piano/calgary/,0,1,0,Top 10,0,0,1,stable
drum lessons near me,Other,canada,450,9,3,3,https://www.superprof.ca/lessons/drum/canada/,https://www.superprof.ca/lessons/drum/canada/,1,0,0,Top 3,0,1,0,increased
tennis lessons near me,Other,toronto,450,5,2,New,,https://www.superprof.ca/lessons/tennis/toronto/,1,0,0,Top 3,0,1,0,
cake decorating classes,Other,canada,450,9,,Lost,https://www.superprof.ca/lessons/cake-decoration/canada/,,1,0,0,Top 3,0,1,0,
skating lessons near me,Other,canada,400,4,61,-52,https://www.superprof.ca/lessons/rollerskating/canada/,https://www.superprof.ca/lessons/ice-skating/canada/,0,0,1,Everything else,1,0,0,decreased
online piano lessons,category 10,online,400,55,42,-18,https://www.superprof.ca/lessons/piano/online/,https://www.superprof.ca/lessons/piano/online/,0,0,1,Everything else,1,0,0,decreased
baking classes near me,Other,canada,400,5,41,-31,https://www.superprof.ca/lessons/baking/canada/,https://www.superprof.ca/lessons/baking/canada/,0,0,1,Everything else,1,0,0,decreased
boxing classes toronto,Other,toronto,400,10,32,8,https://www.superprof.ca/lessons/boxing/toronto/,https://www.superprof.ca/lessons/boxing/toronto/,0,0,1,Everything else,0,1,0,increased
typing tutor,Other,canada,400,80,31,-6,https://www.superprof.ca/lessons/typing/canada/,https://www.superprof.ca/lessons/typing/canada/,0,0,1,Everything else,1,0,0,decreased
belly dance classes near me,Other,canada,400,3,31,-26,https://www.superprof.ca/lessons/belly-dancing/canada/,https://www.superprof.ca/lessons/belly-dancing/canada/,0,0,1,Everything else,1,0,0,decreased
classes near me,Other,canada,400,0,22,-11,https://www.superprof.ca/lessons/yoga/canada/,https://www.superprof.ca/lessons/dance/canada/,0,0,1,Everything else,1,0,0,decreased
french teacher,category 2,canada,400,12,19,-4,https://www.superprof.ca/lessons/french/montreal/,https://www.superprof.ca/lessons/french/canada/,0,0,1,Everything else,1,0,0,decreased
cooking classes calgary,Other,calgary,400,10,17,4,https://www.superprof.ca/lessons/cooking/calgary/,https://www.superprof.ca/lessons/cooking/calgary/,0,0,1,Everything else,0,1,0,increased
tennis lessons toronto,Other,toronto,400,2,14,-5,https://www.superprof.ca/lessons/tennis/toronto/,https://www.superprof.ca/lessons/tennis/toronto/,0,0,1,Everything else,1,0,0,decreased
violin lessons near me,Other,canada,400,0,3,-1,https://www.superprof.ca/lessons/violin/canada/,https://www.superprof.ca/lessons/violin/canada/,1,0,0,Top 3,1,0,0,decreased
violin classes near me,Other,canada,400,0,2,5,https://www.superprof.ca/lessons/violin/mississauga/,https://www.superprof.ca/lessons/violin/canada/,1,0,0,Top 3,0,1,0,increased
online tutor,category 1,online,400,85,,Lost,https://www.superprof.ca/lessons/mathematics/online/,,1,0,0,Top 3,0,1,0,
swimming lessons london ontario,category 5,canada,400,5,,Lost,https://www.superprof.ca/lessons/swimming/canada/,,1,0,0,Top 3,0,1,0,
french learning classes near me,category 2,brampton,400,6,,Lost,https://www.superprof.ca/lessons/french/brampton/,,1,0,0,Top 3,0,1,0,
dance classes toronto,Other,toronto,350,49,82,-14,https://www.superprof.ca/lessons/dance/toronto/,https://www.superprof.ca/lessons/dance/toronto/,0,0,1,Everything else,1,0,0,decreased
online guitar lessons,category 7,online,350,86,74,-51,https://www.superprof.ca/lessons/guitar/canada/,https://www.superprof.ca/lessons/guitar/online/,0,0,1,Everything else,1,0,0,decreased
piano lesson,category 10,canada,350,51,67,-38,https://www.superprof.ca/lessons/piano/montreal/,https://www.superprof.ca/lessons/piano/canada/,0,0,1,Everything else,1,0,0,decreased
cooking class ottawa,Other,ottawa,350,1,27,-5,https://www.superprof.ca/lessons/cooking/ottawa/,https://www.superprof.ca/lessons/cooking/ottawa/,0,0,1,Everything else,1,0,0,decreased
cooking class montreal,Other,montreal,350,2,25,-5,https://www.superprof.ca/lessons/cooking/montreal/,https://www.superprof.ca/lessons/cooking/montreal/,0,0,1,Everything else,1,0,0,decreased
dance classes montreal,Other,montreal,350,3,22,-6,https://www.superprof.ca/lessons/dance/montreal/,https://www.superprof.ca/lessons/dance/montreal/,0,0,1,Everything else,1,0,0,decreased
cooking classes winnipeg,Other,winnipeg,350,0,20,,https://www.superprof.ca/lessons/cooking/winnipeg/,https://www.superprof.ca/lessons/cooking/winnipeg/,0,0,1,Everything else,0,0,1,stable
acting classes near me,Other,brampton,350,4,14,-2,https://www.superprof.ca/lessons/acting/canada/,https://www.superprof.ca/lessons/acting/brampton/,0,0,1,Everything else,1,0,0,decreased
spanish classes toronto,category 9,toronto,350,6,12,,https://www.superprof.ca/lessons/spanish/toronto/,https://www.superprof.ca/lessons/spanish/toronto/,0,0,1,Everything else,0,0,1,stable
crochet classes near me,Other,canada,350,0,10,-4,https://www.superprof.ca/lessons/crochet/toronto/,https://www.superprof.ca/lessons/crochet/canada/,0,1,0,Top 10,1,0,0,decreased
driving lessons near me,Other,canada,350,6,9,-7,https://www.superprof.ca/lessons/driving/canada/,https://www.superprof.ca/lessons/driving/canada/,0,1,0,Top 10,1,0,0,decreased
spanish classes near me,category 9,vancouver,350,2,5,-4,https://www.superprof.ca/lessons/spanish/quebec/,https://www.superprof.ca/lessons/spanish/vancouver/,0,1,0,Top 10,1,0,0,decreased
boxing lessons near me,Other,canada,350,17,4,3,https://www.superprof.ca/lessons/boxing/canada/,https://www.superprof.ca/lessons/boxing/canada/,0,1,0,Top 10,0,1,0,increased
guitar lessons toronto,category 7,toronto,350,8,4,1,https://www.superprof.ca/lessons/guitar/toronto/,https://www.superprof.ca/lessons/guitar/toronto/,0,1,0,Top 10,0,1,0,increased
singing classes near me,category 6,toronto,350,5,3,-1,https://www.superprof.ca/lessons/singing/vancouver/,https://www.superprof.ca/lessons/singing/toronto/,1,0,0,Top 3,1,0,0,decreased
math tutoring near me,category 1,quebec,350,4,2,-1,https://www.superprof.ca/lessons/mathematics/markham/,https://www.superprof.ca/lessons/mathematics/quebec/,1,0,0,Top 3,1,0,0,decreased
math tutors near me,category 1,brampton,350,0,2,-1,https://www.superprof.ca/lessons/mathematics/montreal/,https://www.superprof.ca/lessons/mathematics/brampton/,1,0,0,Top 3,1,0,0,decreased
voice lessons near me,category 6,canada,350,12,2,1,https://www.superprof.ca/lessons/singing/canada/,https://www.superprof.ca/lessons/singing/canada/,1,0,0,Top 3,0,1,0,increased
math tutor toronto,category 1,toronto,350,2,1,1,https://www.superprof.ca/lessons/mathematics/toronto/,https://www.superprof.ca/lessons/mathematics/toronto/,1,0,0,Top 3,0,1,0,increased
karate classes near me,Other,canada,350,8,,Lost,https://www.superprof.ca/lessons/karate/canada/,,1,0,0,Top 3,0,1,0,
free french classes near me,category 2,moncton,350,2,,Lost,https://www.superprof.ca/lessons/french/moncton/,,1,0,0,Top 3,0,1,0,
sewing classes,Other,mississauga,300,0,90,New,,https://www.superprof.ca/lessons/sewing/mississauga/,0,0,1,Everything else,0,1,0,
esl classes toronto,Other,toronto,300,10,82,-32,https://www.superprof.ca/lessons/esl/toronto/,https://www.superprof.ca/lessons/esl/toronto/,0,0,1,Everything else,1,0,0,decreased
guitar lessons online,category 7,canada,300,82,56,-35,https://www.superprof.ca/lessons/guitar/canada/,https://www.superprof.ca/lessons/guitar/canada/,0,0,1,Everything else,1,0,0,decreased
cake decorating classes near me,Other,toronto,300,0,55,-35,https://www.superprof.ca/lessons/cake-decoration/toronto/,https://www.superprof.ca/lessons/cake-decoration/toronto/,0,0,1,Everything else,1,0,0,decreased
boxing class,Other,vancouver,300,26,55,New,,https://www.superprof.ca/lessons/boxing/vancouver/,0,0,1,Everything else,0,1,0,
acting classes,Other,canada,300,4,47,2,https://www.superprof.ca/lessons/acting/toronto/,https://www.superprof.ca/lessons/acting/canada/,0,0,1,Everything else,0,1,0,increased
photography classes,Other,brampton,300,24,47,3,https://www.superprof.ca/lessons/photography/brampton/,https://www.superprof.ca/lessons/photography/brampton/,0,0,1,Everything else,0,1,0,increased
painting classes near me,Other,ottawa,300,10,46,-5,https://www.superprof.ca/lessons/painting/laval/,https://www.superprof.ca/lessons/painting/ottawa/,0,0,1,Everything else,1,0,0,decreased
hip hop dance classes,Other,toronto,300,3,46,-22,https://www.superprof.ca/lessons/hip-hop-dance/canada/,https://www.superprof.ca/lessons/hip-hop-dance/toronto/,0,0,1,Everything else,1,0,0,decreased
kickboxing classes,Other,canada,300,8,46,20,https://www.superprof.ca/lessons/kickboxing/canada/,https://www.superprof.ca/lessons/kickboxing/canada/,0,0,1,Everything else,0,1,0,increased
toronto swimming lessons,category 5,toronto,300,17,36,4,https://www.superprof.ca/lessons/swimming/toronto/,https://www.superprof.ca/lessons/swimming/toronto/,0,0,1,Everything else,0,1,0,increased
private swimming lessons,category 5,canada,300,0,26,-2,https://www.superprof.ca/lessons/swimming/canada/,https://www.superprof.ca/lessons/swimming/canada/,0,0,1,Everything else,1,0,0,decreased
ottawa cooking classes,Other,ottawa,300,5,20,3,https://www.superprof.ca/lessons/cooking/ottawa/,https://www.superprof.ca/lessons/cooking/ottawa/,0,0,1,Everything else,0,1,0,increased
self defense classes toronto,Other,toronto,300,11,18,5,https://www.superprof.ca/lessons/self-defense/toronto/,https://www.superprof.ca/lessons/self-defense/toronto/,0,0,1,Everything else,0,1,0,increased
kickboxing classes near me,Other,canada,300,2,18,-4,https://www.superprof.ca/lessons/kickboxing/canada/,https://www.superprof.ca/lessons/kickboxing/canada/,0,0,1,Everything else,1,0,0,decreased
drawing classes,Other,montreal,300,1,18,22,https://www.superprof.ca/lessons/drawing/mississauga/,https://www.superprof.ca/lessons/drawing/montreal/,0,0,1,Everything else,0,1,0,increased
violin lessons,Other,toronto,300,3,17,-11,https://www.superprof.ca/lessons/violin/winnipeg/,https://www.superprof.ca/lessons/violin/toronto/,0,0,1,Everything else,1,0,0,decreased
the organic chemistry tutor face,Other,canada,300,4,12,4,https://www.superprof.ca/lessons/organic-chemistry/canada/,https://www.superprof.ca/lessons/organic-chemistry/canada/,0,0,1,Everything else,0,1,0,increased
swimming lessons montreal,category 5,montreal,300,0,10,5,https://www.superprof.ca/lessons/swimming/montreal/,https://www.superprof.ca/lessons/swimming/montreal/,0,1,0,Top 10,0,1,0,increased
french classes surrey,category 2,surrey,300,2,7,-5,https://www.superprof.ca/lessons/french/surrey/,https://www.superprof.ca/lessons/french/surrey/,0,1,0,Top 10,1,0,0,decreased
voice lessons,category 6,toronto,300,3,5,2,https://www.superprof.ca/lessons/singing/ottawa/,https://www.superprof.ca/lessons/singing/toronto/,0,1,0,Top 10,0,1,0,increased
indian dance classes near me,Other,canada,300,11,4,-1,https://www.superprof.ca/lessons/indian-dance/canada/,https://www.superprof.ca/lessons/indian-dance/canada/,0,1,0,Top 10,1,0,0,decreased
english tutor,category 3,canada,300,52,3,-2,https://www.superprof.ca/lessons/academic-english/toronto/,https://www.superprof.ca/lessons/academic-english/canada/,1,0,0,Top 3,1,0,0,decreased
piano teacher near me,category 10,canada,300,7,3,-1,https://www.superprof.ca/lessons/piano/vancouver/,https://www.superprof.ca/lessons/piano/canada/,1,0,0,Top 3,1,0,0,decreased
piano teacher,category 10,canada,300,24,3,-1,https://www.superprof.ca/lessons/piano/canada/,https://www.superprof.ca/lessons/piano/canada/,1,0,0,Top 3,1,0,0,decreased
math tutor calgary,category 1,calgary,300,0,2,1,https://www.superprof.ca/lessons/mathematics/calgary/,https://www.superprof.ca/lessons/mathematics/calgary/,1,0,0,Top 3,0,1,0,increased
chess classes near me,Other,toronto,300,0,2,,https://www.superprof.ca/lessons/chess/canada/,https://www.superprof.ca/lessons/chess/toronto/,1,0,0,Top 3,0,0,1,stable
teacher drawing,Other,canada,300,0,,Lost,https://www.superprof.ca/lessons/drawing/canada/,,1,0,0,Top 3,0,1,0,
pole dancing classes,Other,canada,300,6,,Lost,https://www.superprof.ca/lessons/pole-dance/canada/,,1,0,0,Top 3,0,1,0,
free piano lessons,category 10,montreal,250,25,86,New,,https://www.superprof.ca/lessons/piano/montreal/,0,0,1,Everything else,0,1,0,
government french classes near me,category 2,canada,250,2,82,-51,https://www.superprof.ca/lessons/french/winnipeg/,https://www.superprof.ca/lessons/french/canada/,0,0,1,Everything else,1,0,0,decreased
swimming lessons burlington,category 5,canada,250,5,80,New,,https://www.superprof.ca/lessons/swimming/canada/,0,0,1,Everything else,0,1,0,
is superprof legit,Other,canada,250,5,70,-27,https://www.superprof.ca/lessons/all-tutors/london/,https://www.superprof.ca/lessons/history/canada/,0,0,1,Everything else,1,0,0,decreased
french classes online,category 2,online,250,21,62,-5,https://www.superprof.ca/lessons/french/online/,https://www.superprof.ca/lessons/french/online/,0,0,1,Everything else,1,0,0,decreased
free french classes montreal,category 2,montreal,250,1,56,,https://www.superprof.ca/lessons/french/montreal/,https://www.superprof.ca/lessons/french/montreal/,0,0,1,Everything else,0,0,1,stable
adult swimming lessons toronto,category 5,toronto,250,0,53,New,,https://www.superprof.ca/lessons/swimming/toronto/,0,0,1,Everything else,0,1,0,
coding classes,Other,canada,250,58,52,5,https://www.superprof.ca/lessons/coding/canada/,https://www.superprof.ca/lessons/coding/canada/,0,0,1,Everything else,0,1,0,increased
free spanish lessons,category 9,ottawa,250,42,51,New,,https://www.superprof.ca/lessons/spanish/ottawa/,0,0,1,Everything else,0,1,0,
boxing classes brampton,Other,brampton,250,1,51,New,,https://www.superprof.ca/lessons/mma/brampton/,0,0,1,Everything else,0,1,0,
best online guitar lessons,category 7,online,250,67,44,New,,https://www.superprof.ca/lessons/guitar/online/,0,0,1,Everything else,0,1,0,
knitting classes near me,Other,canada,250,0,44,-42,https://www.superprof.ca/lessons/knitting/montreal/,https://www.superprof.ca/lessons/knitting/canada/,0,0,1,Everything else,1,0,0,decreased
art classes vancouver,Other,vancouver,250,5,43,-15,https://www.superprof.ca/lessons/fine-arts/vancouver/,https://www.superprof.ca/lessons/fine-arts/vancouver/,0,0,1,Everything else,1,0,0,decreased
french classes ottawa,category 2,ottawa,250,0,43,-22,https://www.superprof.ca/lessons/french/ottawa/,https://www.superprof.ca/lessons/french/ottawa/,0,0,1,Everything else,1,0,0,decreased
dance classes edmonton,Other,edmonton,250,24,43,21,https://www.superprof.ca/lessons/dance/edmonton/,https://www.superprof.ca/lessons/dance/edmonton/,0,0,1,Everything else,0,1,0,increased
guitar lesson,category 7,canada,250,52,42,15,https://www.superprof.ca/lessons/guitar/canada/,https://www.superprof.ca/lessons/guitar/canada/,0,0,1,Everything else,0,1,0,increased
ottawa swimming lessons,category 5,ottawa,250,12,34,7,https://www.superprof.ca/lessons/swimming/ottawa/,https://www.superprof.ca/lessons/swimming/ottawa/,0,0,1,Everything else,0,1,0,increased
hip hop dance classes near me,Other,toronto,250,4,31,-20,https://www.superprof.ca/lessons/hip-hop-dance/canada/,https://www.superprof.ca/lessons/hip-hop-dance/toronto/,0,0,1,Everything else,1,0,0,decreased
music teacher,Other,montreal,250,16,28,New,,https://www.superprof.ca/lessons/music-theory/montreal/,0,0,1,Everything else,0,1,0,
painting classes,Other,mississauga,250,1,20,58,https://www.superprof.ca/lessons/painting/montreal/,https://www.superprof.ca/lessons/painting/mississauga/,0,0,1,Everything else,0,1,0,increased
acting classes montreal,Other,montreal,250,2,17,-5,https://www.superprof.ca/lessons/acting/montreal/,https://www.superprof.ca/lessons/acting/montreal/,0,0,1,Everything else,1,0,0,decreased
cooking classes mississauga,Other,mississauga,250,3,16,,https://www.superprof.ca/lessons/cooking/mississauga/,https://www.superprof.ca/lessons/cooking/mississauga/,0,0,1,Everything else,0,0,1,stable
piano classes,category 10,brampton,250,3,12,-11,https://www.superprof.ca/lessons/piano/canada/,https://www.superprof.ca/lessons/piano/brampton/,0,0,1,Everything else,1,0,0,decreased
who is the organic chemistry tutor,Other,canada,250,21,10,12,https://www.superprof.ca/lessons/organic-chemistry/canada/,https://www.superprof.ca/lessons/organic-chemistry/canada/,0,1,0,Top 10,0,1,0,increased
photography classes near me,Other,brampton,250,1,10,7,https://www.superprof.ca/lessons/photography/brampton/,https://www.superprof.ca/lessons/photography/brampton/,0,1,0,Top 10,0,1,0,increased
yoga teacher,category 8,toronto,250,28,9,New,,https://www.superprof.ca/lessons/yoga/toronto/,0,1,0,Top 10,0,1,0,
